date,open,high,low,close,volume
2024-02-08 05:00:00,414.05,415.56,412.53,414.11,21225257.0
2024-02-09 05:00:00,415.25,420.82,415.09,420.55,22032844.0
2024-02-12 05:00:00,420.555,420.74,414.75,415.26,21202921.0
2024-02-13 05:00:00,404.94,410.071,403.39,406.32,27824936.0
2024-02-14 05:00:00,408.07,409.84,404.57,409.49,20401190.0
2024-02-15 05:00:00,408.14,409.13,404.29,406.56,21825525.0
2024-02-16 05:00:00,407.96,408.29,403.44,404.06,22296495.0
2024-02-20 05:00:00,403.24,404.49,398.01,402.79,24307915.0
2024-02-21 05:00:00,400.17,402.29,397.22,402.18,18631072.0
2024-02-22 05:00:00,410.19,412.83,408.57,411.65,27009869.0
2024-02-23 05:00:00,415.67,415.86,408.97,410.34,16295879.0
2024-02-26 05:00:00,411.455,412.16,407.36,407.54,16193505.0
2024-02-27 05:00:00,407.99,408.32,403.85,407.48,14835827.0
2024-02-28 05:00:00,408.175,409.3,405.3201,407.72,13183125.0
2024-02-29 05:00:00,408.64,414.2,405.92,413.64,31947263.0
2024-03-01 05:00:00,411.27,415.87,410.88,415.5,17823445.0
2024-03-04 05:00:00,413.44,417.35,412.32,414.92,17595956.0
2024-03-05 05:00:00,413.96,414.25,400.64,402.65,26919177.0
2024-03-06 05:00:00,402.97,405.16,398.39,402.09,22344149.0
2024-03-07 05:00:00,406.12,409.78,402.24,409.14,18718479.0
2024-03-08 05:00:00,407.96,410.42,404.33,406.22,18002186.0
2024-03-11 04:00:00,403.762,405.68,401.26,404.52,16120752.0
2024-03-12 04:00:00,407.62,415.57,406.79,415.28,22457003.0
2024-03-13 04:00:00,418.1,418.18,411.45,415.1,17115931.0
2024-03-14 04:00:00,420.24,427.82,417.99,425.22,34157299.0
2024-03-15 04:00:00,419.29,422.6,412.79,416.42,45079903.0
2024-03-18 04:00:00,414.25,420.73,413.78,417.32,20105977.0
2024-03-19 04:00:00,417.83,421.6656,415.55,421.41,19837915.0
2024-03-20 04:00:00,422.0,425.96,420.66,425.23,17860085.0
2024-03-21 04:00:00,429.83,430.82,427.16,429.37,21296222.0
2024-03-22 04:00:00,429.7,429.86,426.07,428.74,17648473.0
2024-03-25 04:00:00,425.24,427.41,421.61,422.86,18060450.0
2024-03-26 04:00:00,425.61,425.99,421.35,421.65,16725647.0
2024-03-27 04:00:00,424.44,424.45,419.01,421.43,16704978.0
2024-03-28 04:00:00,420.96,421.87,419.12,420.72,21871161.0
2024-04-01 04:00:00,423.95,427.89,422.22,424.57,16315961.0
2024-04-02 04:00:00,420.11,422.38,417.84,421.44,17911992.0
2024-04-03 04:00:00,419.73,423.26,419.085,420.45,16502264.0
2024-04-04 04:00:00,424.99,428.67,417.57,417.88,19370875.0
2024-04-05 04:00:00,420.01,426.51,418.32,425.52,16554761.0
2024-04-08 04:00:00,425.17,427.28,423.3,424.59,14272387.0
2024-04-09 04:00:00,426.44,427.74,421.62,426.28,12512289.0
2024-04-10 04:00:00,422.19,424.03,419.7,423.26,16216581.0
2024-04-11 04:00:00,425.82,429.37,422.36,427.93,17966423.0
2024-04-12 04:00:00,424.05,425.1794,419.77,421.9,19253750.0
2024-04-15 04:00:00,426.6,426.82,413.43,413.64,20273538.0
2024-04-16 04:00:00,414.57,418.4,413.7301,414.58,16765616.0
2024-04-17 04:00:00,417.25,418.88,410.33,411.84,15855485.0
2024-04-18 04:00:00,410.63,411.89,403.95,404.27,21029917.0
2024-04-19 04:00:00,404.03,405.48,397.77,399.12,30565789.0
2024-04-22 04:00:00,400.08,402.85,395.75,400.96,20286875.0
2024-04-23 04:00:00,404.235,408.2,403.06,407.57,15734501.0
2024-04-24 04:00:00,409.56,412.47,406.78,409.06,15065330.0
2024-04-25 04:00:00,394.03,399.8899,388.03,399.04,40586450.0
2024-04-26 04:00:00,412.17,413.0,405.7601,406.32,29694654.0
2024-04-29 04:00:00,405.25,406.32,399.19,402.25,19582091.0
2024-04-30 04:00:00,401.49,402.16,389.17,389.33,28781374.0
2024-05-01 04:00:00,392.61,401.7199,390.31,394.94,23562481.0
2024-05-02 04:00:00,397.66,399.93,394.6515,397.84,17709364.0
2024-05-03 04:00:00,402.28,407.15,401.86,406.66,17446724.0
2024-05-06 04:00:00,408.76,413.93,406.3701,413.54,16996639.0
2024-05-07 04:00:00,414.66,414.67,409.09,409.34,20018228.0
2024-05-08 04:00:00,408.17,412.23,406.7132,410.54,11792308.0
2024-05-09 04:00:00,410.57,412.72,409.1,412.32,14689727.0
2024-05-10 04:00:00,412.935,415.38,411.8,414.74,13402281.0
2024-05-13 04:00:00,418.01,418.348,410.82,413.72,15440226.0
2024-05-14 04:00:00,412.02,417.49,411.55,416.56,15109306.0
2024-05-15 04:00:00,417.9,423.81,417.27,423.08,22239533.0
2024-05-16 04:00:00,421.8,425.42,420.35,420.99,17530050.0
2024-05-17 04:00:00,422.54,422.92,418.025,420.21,15352239.0
2024-05-20 04:00:00,420.21,426.77,419.99,425.34,16272137.0
2024-05-21 04:00:00,426.825,432.97,424.85,429.04,21453255.0
2024-05-22 04:00:00,430.09,432.41,427.13,430.52,18073698.0
2024-05-23 04:00:00,432.97,433.6,425.424,427.0,17211689.0
2024-05-24 04:00:00,427.19,431.055,424.41,430.16,11855285.0
2024-05-28 04:00:00,429.63,430.82,426.6,430.32,15718024.0
2024-05-29 04:00:00,425.69,430.94,425.69,429.17,15517130.0
2024-05-30 04:00:00,424.3,424.3,414.24,414.67,28424847.0
2024-05-31 04:00:00,416.75,416.75,404.51,415.13,47995250.0
2024-06-03 04:00:00,415.525,416.43,408.9234,413.52,17484675.0
2024-06-04 04:00:00,412.43,416.44,409.675,416.07,14348917.0
2024-06-05 04:00:00,417.81,424.08,416.3,424.01,16988038.0
2024-06-06 04:00:00,424.01,425.31,420.58,424.52,14861251.0
2024-06-07 04:00:00,426.2,426.28,423.0,423.85,13621650.0
2024-06-10 04:00:00,424.7,428.08,423.89,427.87,14003034.0
2024-06-11 04:00:00,425.475,432.82,425.25,432.68,14551101.0
2024-06-12 04:00:00,435.32,443.4,433.25,441.06,22366233.0
2024-06-13 04:00:00,440.85,443.39,439.37,441.58,15960565.0
2024-06-14 04:00:00,438.275,443.1376,436.721,442.57,13581985.0
2024-06-17 04:00:00,442.585,450.94,440.72,448.37,20790030.0
2024-06-18 04:00:00,449.705,450.14,444.89,446.34,17112504.0
2024-06-20 04:00:00,446.3,446.53,441.27,445.7,19877378.0
2024-06-21 04:00:00,447.38,450.58,446.51,449.78,34486172.0
2024-06-24 04:00:00,449.8,452.75,446.41,447.67,15913719.0
2024-06-25 04:00:00,448.25,451.42,446.75,450.95,16747529.0
