date,open,high,low,close,volume
2024-02-08 05:00:00,169.65,171.43,168.88,169.84,42316454.0
2024-02-09 05:00:00,170.9,175.0,170.5803,174.45,56985986.0
2024-02-12 05:00:00,174.8,175.39,171.54,172.34,51050440.0
2024-02-13 05:00:00,167.73,170.95,165.75,168.64,56345122.0
2024-02-14 05:00:00,169.21,171.21,168.28,170.98,42815544.0
2024-02-15 05:00:00,170.58,171.17,167.59,169.8,49855196.0
2024-02-16 05:00:00,168.74,170.42,167.17,169.51,48107744.0
2024-02-20 05:00:00,167.83,168.71,165.74,167.08,41980326.0
2024-02-21 05:00:00,168.94,170.23,167.14,168.59,44575623.0
2024-02-22 05:00:00,173.1,174.8,171.77,174.58,55392354.0
2024-02-23 05:00:00,174.28,175.75,173.7,174.99,59715243.0
2024-02-26 05:00:00,175.7,176.37,174.26,174.73,44368614.0
2024-02-27 05:00:00,174.075,174.62,172.86,173.54,31141732.0
2024-02-28 05:00:00,172.44,174.05,172.27,173.16,28180482.0
2024-02-29 05:00:00,173.01,177.22,172.85,176.76,53805359.0
2024-03-01 05:00:00,176.75,178.725,176.07,178.22,31981152.0
2024-03-04 05:00:00,177.53,180.14,177.49,177.58,37381520.0
2024-03-05 05:00:00,176.93,176.93,173.303,174.12,37228343.0
2024-03-06 05:00:00,175.54,176.46,173.26,173.51,32090926.0
2024-03-07 05:00:00,174.83,177.99,173.72,176.82,34063283.0
2024-03-08 05:00:00,176.44,178.785,174.33,175.35,37893242.0
2024-03-11 04:00:00,174.31,174.47,171.47,171.96,28484777.0
2024-03-12 04:00:00,173.5,176.76,171.98,175.39,36610604.0
2024-03-13 04:00:00,175.9,177.62,175.55,176.555,30772600.0
2024-03-14 04:00:00,177.69,179.53,176.465,178.75,43705840.0
2024-03-15 04:00:00,176.64,177.93,173.9,174.42,72147390.0
2024-03-18 04:00:00,175.8,176.69,174.28,174.48,31250688.0
2024-03-19 04:00:00,174.215,176.09,173.52,175.9,26880893.0
2024-03-20 04:00:00,176.14,178.53,174.64,178.15,29947150.0
2024-03-21 04:00:00,179.988,181.415,178.15,178.15,32824320.0
2024-03-22 04:00:00,177.752,179.255,176.75,178.87,27995378.0
2024-03-25 04:00:00,178.01,180.99,177.24,179.71,29815464.0
2024-03-26 04:00:00,180.15,180.45,177.95,178.3,29658982.0
2024-03-27 04:00:00,179.88,180.0,177.3099,179.83,33272551.0
