date,open,high,low,close,volume
2024-02-08 05:00:00,127.218,133.0499,125.81,132.55,11315872.0
2024-02-09 05:00:00,142.155,144.55,137.17,141.99,15985064.0
2024-02-12 05:00:00,141.1,150.35,140.985,147.31,10977082.0
2024-02-13 05:00:00,138.39,143.75,137.13,140.39,9568838.0
2024-02-14 05:00:00,151.83,161.125,150.4,160.38,18041752.0
2024-02-15 05:00:00,168.79,172.82,162.08,165.67,22992818.0
2024-02-16 05:00:00,189.05,193.64,178.8,180.31,33233298.0
2024-02-20 05:00:00,179.87,181.31,163.39,173.3,16196519.0
2024-02-21 05:00:00,164.25,168.09,161.19,162.41,10689582.0
2024-02-22 05:00:00,164.85,171.99,163.8,170.91,9027267.0
2024-02-23 05:00:00,167.38,170.0,160.66,165.98,7191183.0
2024-02-26 05:00:00,168.66,196.95,168.4,193.94,22593709.0
2024-02-27 05:00:00,205.18,209.94,192.09,199.22,22679097.0
2024-02-28 05:00:00,209.41,212.22,197.66,200.8,25397116.0
2024-02-29 05:00:00,206.46,211.31,193.88,203.56,16237764.0
2024-03-01 05:00:00,202.7,206.39,196.0101,205.77,9297387.0
2024-03-04 05:00:00,217.3901,236.46,212.2469,229.15,23294868.0
2024-03-05 05:00:00,230.0,239.98,215.4,216.77,23863310.0
2024-03-06 05:00:00,229.2,239.9,223.03,238.55,17936728.0
2024-03-07 05:00:00,240.0,242.87,235.5,242.62,10609304.0
2024-03-08 05:00:00,246.0,270.5476,244.9,256.62,21883953.0
2024-03-11 04:00:00,270.085,271.65,253.96,254.17,20296431.0
2024-03-12 04:00:00,257.835,260.79,242.09,256.14,14666166.0
2024-03-13 04:00:00,253.36,269.3899,250.53,251.73,17329799.0
2024-03-14 04:00:00,245.0,248.27,227.24,233.67,18789298.0
2024-03-15 04:00:00,225.06,244.65,222.83,242.36,17256270.0
2024-03-18 04:00:00,238.61,244.05,230.21,239.62,9734544.0
2024-03-19 04:00:00,223.24,233.29,216.16,230.12,12928500.0
2024-03-20 04:00:00,231.38,256.96,228.8,256.88,13834342.0
2024-03-21 04:00:00,260.24,276.38,256.2678,262.0,16199858.0
2024-03-22 04:00:00,254.24,260.7246,249.55,255.51,9828192.0
2024-03-25 04:00:00,261.0,283.48,260.25,279.71,13941661.0
2024-03-26 04:00:00,280.12,280.83,266.6901,266.81,10316202.0
2024-03-27 04:00:00,276.22,276.605,253.95,256.7,11092626.0
2024-03-28 04:00:00,260.21,270.79,257.91,265.12,11201564.0
2024-04-01 04:00:00,261.87,268.81,249.2238,252.11,10010691.0
2024-04-02 04:00:00,238.1,248.125,235.99,245.84,8817643.0
2024-04-03 04:00:00,244.04,255.998,243.0,251.58,6670175.0
2024-04-04 04:00:00,260.15,261.5,249.46,249.61,8098342.0
2024-04-05 04:00:00,244.91,253.96,240.2,240.9,8438580.0
2024-04-08 04:00:00,252.859,261.63,249.68,256.99,10042177.0
2024-04-09 04:00:00,253.225,254.55,241.1,242.95,7824680.0
