date,open,high,low,close,volume
2024-02-08 05:00:00,145.83,146.33,145.105,145.91,22563764.0
2024-02-09 05:00:00,146.68,149.44,146.18,149.0,26829504.0
2024-02-12 05:00:00,148.42,149.335,147.37,147.53,21564085.0
2024-02-13 05:00:00,144.92,146.67,143.69,145.14,27837730.0
2024-02-14 05:00:00,146.08,146.52,144.094,145.94,22704166.0
2024-02-15 05:00:00,143.14,143.52,140.46,142.77,37590695.0
2024-02-16 05:00:00,142.99,143.19,140.14,140.52,31468926.0
2024-02-20 05:00:00,139.655,142.08,139.49,141.12,24935710.0
2024-02-21 05:00:00,141.45,142.69,140.675,142.55,23315687.0
2024-02-22 05:00:00,144.93,145.0,142.8,144.09,27191892.0
2024-02-23 05:00:00,143.67,144.68,143.43,143.96,19493752.0
2024-02-26 05:00:00,142.14,142.44,137.39,137.57,53641795.0
2024-02-27 05:00:00,138.02,139.25,137.09,138.88,33099190.0
2024-02-28 05:00:00,137.9,138.01,135.41,136.38,37328558.0
2024-02-29 05:00:00,137.28,138.86,136.4,138.46,42132953.0
2024-03-01 05:00:00,138.43,138.87,136.92,137.14,31151116.0
2024-03-04 05:00:00,135.66,135.66,131.91,133.35,55999415.0
2024-03-05 05:00:00,131.88,133.24,130.665,132.67,40194757.0
2024-03-06 05:00:00,133.12,133.58,130.85,131.4,35318610.0
2024-03-07 05:00:00,132.795,134.94,131.61,134.38,37738209.0
2024-03-08 05:00:00,134.21,138.085,134.0,135.41,39370392.0
2024-03-11 04:00:00,136.13,139.095,136.13,137.67,32437772.0
2024-03-12 04:00:00,137.03,139.375,137.03,138.5,27563354.0
2024-03-13 04:00:00,139.0,141.09,138.99,139.79,23347208.0
2024-03-14 04:00:00,141.19,143.585,140.455,143.1,42753387.0
2024-03-15 04:00:00,142.5,143.18,140.03,141.18,49475417.0
2024-03-18 04:00:00,148.61,152.15,147.17,147.68,69273699.0
2024-03-19 04:00:00,148.16,148.7913,146.08,147.03,24070435.0
2024-03-20 04:00:00,148.0,148.86,146.735,148.74,21311501.0
2024-03-21 04:00:00,149.47,150.37,146.9001,147.6,24755597.0
2024-03-22 04:00:00,149.12,151.58,148.98,150.77,29211769.0
2024-03-25 04:00:00,149.94,150.375,147.82,150.07,19229285.0
2024-03-26 04:00:00,150.22,152.256,149.98,150.67,22149137.0
2024-03-27 04:00:00,151.18,151.635,148.9,150.87,22879178.0
2024-03-28 04:00:00,150.85,151.43,150.17,150.93,24485390.0
2024-04-01 04:00:00,150.69,155.74,150.61,155.49,31730848.0
2024-04-02 04:00:00,153.5,154.7,152.15,154.56,24585985.0
2024-04-03 04:00:00,153.6,155.08,152.73,154.92,24704991.0
2024-04-04 04:00:00,153.5,154.77,150.45,150.53,34724738.0
2024-04-05 04:00:00,150.03,153.42,149.6,152.5,23459246.0
2024-04-08 04:00:00,152.78,155.27,152.61,154.85,20701974.0
2024-04-09 04:00:00,156.085,158.56,155.19,156.6,31113013.0
2024-04-10 04:00:00,156.21,156.61,154.68,156.14,22838629.0
2024-04-11 04:00:00,156.91,159.68,156.46,159.41,27166431.0
2024-04-12 04:00:00,157.96,160.2225,157.14,157.73,25353746.0
2024-04-15 04:00:00,158.86,159.24,154.59,154.86,27136472.0
2024-04-16 04:00:00,154.19,155.65,153.43,154.4,20779495.0
2024-04-17 04:00:00,155.62,157.08,154.58,155.47,21763130.0
2024-04-18 04:00:00,155.34,156.94,154.62,156.01,19883044.0
2024-04-19 04:00:00,156.2,156.36,152.3,154.09,32615639.0
2024-04-22 04:00:00,154.31,157.64,154.06,156.28,26446206.0
2024-04-23 04:00:00,156.96,158.97,156.28,158.26,21151568.0
2024-04-24 04:00:00,157.49,159.565,157.165,159.13,22779112.0
2024-04-25 04:00:00,151.33,156.49,150.87,156.0,57109730.0
2024-04-26 04:00:00,174.37,174.71,169.65,171.95,64665299.0
2024-04-29 04:00:00,169.058,169.55,165.21,166.15,45610024.0
2024-04-30 04:00:00,165.612,168.1,162.6,162.78,33562861.0
2024-05-01 04:00:00,164.3,167.12,163.09,163.86,33493151.0
2024-05-02 04:00:00,164.785,166.73,163.89,166.62,24294549.0
2024-05-03 04:00:00,167.56,167.96,163.05,167.24,34662432.0
2024-05-06 04:00:00,167.46,168.14,166.03,168.1,21871283.0
2024-05-07 04:00:00,168.5,171.76,168.39,171.25,28039696.0
2024-05-08 04:00:00,169.0,170.15,168.735,169.38,19569146.0
2024-05-09 04:00:00,169.39,170.69,168.18,169.96,15346700.0
2024-05-10 04:00:00,168.025,169.85,166.19,168.65,29799931.0
2024-05-13 04:00:00,164.26,169.28,164.0,169.14,31327602.0
2024-05-14 04:00:00,169.77,171.25,168.8,170.34,25127138.0
2024-05-15 04:00:00,170.63,172.65,170.51,172.51,26948370.0
