date,ticker,side,shares,price,notional,cash_after,shares_after
2024-04-15 04:00:00,TSLA,BUY,61.9271736437949,161.48,10000.0,0.0,61.9271736437949
2024-04-16 04:00:00,TSLA,SELL,61.9271736437949,157.11,9729.378251176619,9729.378251176619,0.0
2024-04-19 04:00:00,AVGO,BUY,40.38058226119406,120.471,4864.689125588309,0.0,40.38058226119406
2024-04-19 04:00:00,NVDA,BUY,63.841064640266524,76.2,4864.689125588309,4864.689125588309,63.841064640266524
2024-04-22 04:00:00,AVGO,BUY,41.45920469484274,122.446,5076.513778064714,0.0,81.83978695603679
2024-04-22 04:00:00,NVDA,SELL,63.841064640266524,79.518,5076.513778064714,5076.513778064714,0.0
2024-04-23 04:00:00,AVGO,SELL,81.83978695603679,124.919,10223.34434676116,10223.34434676116,0.0
2024-04-25 04:00:00,META,BUY,23.162228344648963,441.38,10223.34434676116,0.0,23.162228344648963
2024-04-29 04:00:00,AVGO,BUY,24.95217270139406,133.862,3340.147742154011,3340.147742154012,24.95217270139406
2024-04-29 04:00:00,META,SELL,15.44148556309931,432.62,6680.295484308023,6680.295484308023,7.720742781549653
2024-04-29 04:00:00,NVDA,BUY,0.0,87.757,0.0,0.0,0.0
2024-04-30 04:00:00,AVGO,SELL,24.95217270139406,130.027,3244.456159844165,9905.835824337391,0.0
2024-04-30 04:00:00,META,SELL,7.720742781549653,430.17,3321.231922339214,6661.379664493226,0.0
2024-05-01 04:00:00,AMD,BUY,68.66178570969288,144.27,9905.835824337393,-1.8189894035458565e-12,68.66178570969288
2024-05-02 04:00:00,AMD,SELL,68.66178570969288,146.16,10035.60659932871,10035.606599328708,0.0
2024-05-16 04:00:00,TSLA,BUY,57.39880232972265,174.84,10035.606599328708,0.0,57.39880232972265
2024-05-17 04:00:00,AVGO,BUY,36.501341876715884,139.529,5092.99573071629,0.0,36.501341876715884
2024-05-17 04:00:00,TSLA,SELL,28.69940116486132,177.46,5092.99573071629,5092.99573071629,28.699401164861328
2024-05-20 04:00:00,AVGO,SELL,12.498174854833401,141.403,1767.2794189980073,3394.1198263952483,24.003167021882483
2024-05-20 04:00:00,NVDA,BUY,0.0,94.78,0.0,0.0,0.0
2024-05-20 04:00:00,TSLA,SELL,9.298887724476941,174.95,1626.8404073972408,1626.8404073972408,19.400513440384387
2024-05-21 04:00:00,AVGO,BUY,0.7080459666651926,139.92,99.06979165579374,63.47309496234247,24.711212988547675
2024-05-21 04:00:00,NVDA,BUY,35.58299778159529,95.386,3394.119826395248,4.547473508864641e-13,35.58299778159529
2024-05-21 04:00:00,TSLA,SELL,0.8710765627981552,186.6,162.54288661813575,162.5428866181362,18.52943687758623
2024-05-22 04:00:00,AVGO,SELL,0.24270773211575403,139.224,33.79074129608374,33.79074129608374,24.46850525643192
2024-05-22 04:00:00,NVDA,BUY,0.29486610278046044,94.95,27.99753645900472,35.47555850333775,35.87786388437575
2024-05-22 04:00:00,TSLA,BUY,0.19696606797700156,180.11,35.47555850333775,0.0,18.726402945563233
2024-05-23 04:00:00,AVGO,BUY,12.927064765838965,139.329,1801.1150067595772,0.0,37.39557002227089
2024-05-23 04:00:00,NVDA,SELL,35.87786388437575,103.799,3724.0863933343185,3757.877134630402,0.0
2024-05-23 04:00:00,TSLA,BUY,11.262588510825513,173.74,1956.7621278708248,1801.1150067595772,29.988991456388746
2024-05-24 04:00:00,AVGO,BUY,0.39254779885403673,140.784,55.264449313866706,0.0,37.78811782112493
2024-05-24 04:00:00,TSLA,SELL,0.30832654158595574,179.24,55.264449313866706,55.264449313866706,29.68066491480279
2024-05-28 04:00:00,AVGO,SELL,0.3232864099734414,141.245,45.66258897669873,45.66258897669873,37.464831411151486
2024-05-28 04:00:00,TSLA,BUY,0.0,176.75,0.0,0.0,29.68066491480279
2024-05-29 04:00:00,AVGO,BUY,37.93206828590393,139.067,5275.098940315802,0.0,75.39689969705542
2024-05-29 04:00:00,TSLA,SELL,29.68066491480279,176.19,5229.436351339104,5275.098940315802,0.0
2024-05-30 04:00:00,AVGO,SELL,75.39689969705542,136.408,10284.740293875935,10284.740293875935,0.0
2024-05-30 04:00:00,NVDA,BUY,0.0,110.5,0.0,0.0,0.0
2024-05-31 04:00:00,NVDA,BUY,93.81062539450654,109.633,10284.740293875935,0.0,93.81062539450654
2024-06-04 04:00:00,ARM,BUY,43.39356343977498,125.86,5461.513894530079,0.0,43.39356343977498
2024-06-04 04:00:00,NVDA,SELL,46.905312697253265,116.437,5461.513894530079,5461.513894530079,46.90531269725328
2024-06-05 04:00:00,ARM,SELL,43.39356343977498,136.67,5930.598315314046,5930.598315314046,0.0
2024-06-05 04:00:00,NVDA,BUY,0.0,122.44,0.0,0.0,46.90531269725328
2024-06-06 04:00:00,AMD,BUY,34.794481775561515,166.78,5803.0236705281495,0.0,34.794481775561515
2024-06-06 04:00:00,NVDA,BUY,1.0543533346493064,120.998,127.57464478589678,5803.0236705281495,47.959666031902586
2024-06-07 04:00:00,AMD,SELL,11.683944330061724,167.87,1961.3837346874616,3879.5659209760515,23.11053744549979
2024-06-07 04:00:00,ARM,BUY,28.40716058414037,136.57,3879.56592097605,1.3642420526593924e-12,28.40716058414037
2024-06-07 04:00:00,NVDA,SELL,15.867432551523642,120.888,1918.1821862885902,1918.1821862885902,32.092233480378944
2024-06-10 04:00:00,AMD,SELL,23.11053744549979,160.34,3705.5435740114367,4716.931057858323,0.0
2024-06-10 04:00:00,ARM,SELL,7.7000943863813305,139.91,1077.320205598612,2897.125631728467,20.70706619775904
2024-06-10 04:00:00,AVGO,BUY,20.112363546123607,144.047,2897.125631728467,0.0,20.112363546123607
2024-06-10 04:00:00,COIN,BUY,11.597316487444328,249.81,2897.1256317284674,1819.8054261298553,11.597316487444328
2024-06-10 04:00:00,NVDA,SELL,8.304355725813977,121.79,1011.3874838468843,1011.3874838468856,23.787877754564967
2024-06-11 04:00:00,ARM,SELL,4.549625113963689,143.92,654.782046401654,1161.467811855732,16.15744108379535
2024-06-11 04:00:00,AVGO,SELL,4.1963390922805885,146.103,613.0977303994708,1774.5655422552027,15.916024453843018
2024-06-11 04:00:00,COIN,SELL,2.074880284414734,244.2,506.68576545407797,506.68576545407797,9.522436203029594
2024-06-11 04:00:00,NVDA,SELL,4.5555651188869675,120.91,550.8133785246232,550.8133785246232,19.232312635678
2024-06-11 04:00:00,TSLA,BUY,3.2275482158948976,170.66,550.8133785246232,0.0,3.2275482158948976
2024-06-12 04:00:00,ARM,SELL,16.15744108379535,155.59,2513.936258227719,2513.936258227719,0.0
2024-06-12 04:00:00,AVGO,BUY,11.001653736399593,149.551,1645.3083179322955,868.6279402954235,26.91767819024261
2024-06-12 04:00:00,COIN,BUY,2.8596541277420866,254.96,729.0974164091224,0.0,12.38209033077168
2024-06-12 04:00:00,NVDA,BUY,12.92076796359494,125.2,1617.6801490420867,156.885393213116,32.15308059927294
2024-06-12 04:00:00,TSLA,SELL,3.2275482158948976,177.29,572.2120231960064,729.0974164091224,0.0
2024-06-13 04:00:00,AVGO,SELL,26.91767819024261,167.899,4519.451250463544,4519.451250463544,0.0
2024-06-13 04:00:00,COIN,BUY,0.0,247.64,0.0,0.0,12.38209033077168
2024-06-13 04:00:00,META,BUY,3.7305167875053193,504.1,1880.5535125814315,0.0,3.7305167875053193
2024-06-13 04:00:00,NVDA,SELL,7.807465259517073,129.61,1011.925572286008,1880.5535125814315,24.345615339755867
2024-06-13 04:00:00,PLTR,BUY,0.0,23.27,0.0,0.0,0.0
2024-06-14 04:00:00,ARM,BUY,13.340880181279058,157.89,2106.39157182215,0.0,13.340880181279058
2024-06-14 04:00:00,COIN,SELL,3.766991877511348,244.5,921.0295140515246,4212.783143644301,8.615098453260332
2024-06-14 04:00:00,META,BUY,0.44750521309399627,504.16,225.61422823346916,3291.7536295927766,4.178022000599316
2024-06-14 04:00:00,NVDA,SELL,8.373583402978864,131.88,1104.3081791848526,5623.759429648397,15.972031936777002
2024-06-14 04:00:00,PLTR,BUY,89.3674828944485,23.57,2106.391571822151,2106.39157182215,89.3674828944485
2024-06-14 04:00:00,TSLA,BUY,11.832995740813162,178.01,2106.391571822151,3517.3678578262457,11.832995740813162
2024-06-17 04:00:00,ARM,BUY,2.7707293864683145,160.29,444.1202133570061,1791.8542086620953,16.111609567747372
2024-06-17 04:00:00,COIN,BUY,0.0,245.1,0.0,0.0,8.615098453260332
2024-06-17 04:00:00,META,BUY,0.0,506.63,0.0,0.0,4.178022000599316
2024-06-17 04:00:00,NVDA,BUY,0.0,130.98,0.0,0.0,15.972031936777002
2024-06-17 04:00:00,PLTR,SELL,89.3674828944485,25.02,2235.9744220191014,2235.9744220191014,0.0
2024-06-17 04:00:00,TSLA,BUY,0.0,187.44,0.0,0.0,11.832995740813162
2024-06-18 04:00:00,AMD,BUY,0.0,154.63,0.0,0.0,0.0
2024-06-18 04:00:00,ARM,SELL,16.111609567747372,174.13,2805.51457403185,4838.247054078625,0.0
2024-06-18 04:00:00,COIN,SELL,8.615098453260332,235.95,2032.7324800467752,2032.7324800467752,0.0
2024-06-18 04:00:00,META,BUY,0.0,499.49,0.0,0.0,4.178022000599316
2024-06-18 04:00:00,NVDA,BUY,8.12797756767612,135.58,1101.9911986255286,689.8630100365667,24.100009504453123
2024-06-18 04:00:00,TSLA,BUY,3.7318133183845434,184.86,689.8630100365667,0.0,15.564809059197707
2024-06-20 04:00:00,ARM,BUY,13.385853823941249,160.77,2152.0437192750346,2152.0437192750355,13.385853823941249
2024-06-20 04:00:00,AVGO,BUY,12.406856604989361,173.456,2152.0437192750346,9.094947017729282e-13,12.406856604989361
2024-06-20 04:00:00,META,BUY,0.11148112731584181,501.7,55.930081574357835,6456.131157825104,4.289503127915157
2024-06-20 04:00:00,NVDA,SELL,7.644559747035821,130.78,999.7555237173447,5838.00257779597,16.455449757417302
2024-06-20 04:00:00,PLTR,BUY,84.19576366490746,25.56,2152.0437192750346,4304.08743855007,84.19576366490746
2024-06-20 04:00:00,TSLA,SELL,3.7123900512391526,181.57,674.0586616034929,6512.0612393994625,11.852419007958554
2024-06-21 04:00:00,ARM,SELL,0.30095502284414977,160.3,48.24309016191721,54.413822762072414,13.084898801097099
2024-06-21 04:00:00,AVGO,BUY,0.23917824193771153,165.863,39.67082074251465,14.743002019557764,12.646034846927073
2024-06-21 04:00:00,META,SELL,0.05022652454423504,494.78,24.851079813996613,96.45300464462653,4.239276603370922
2024-06-21 04:00:00,NVDA,BUY,7.185705157406401e-15,126.57,9.094947017729281e-13,1.0097419586828951e-28,16.45544975741731
2024-06-21 04:00:00,PLTR,BUY,3.787008055556683,23.84,90.28227204447133,6.170732600155205,87.98277172046414
2024-06-21 04:00:00,TSLA,SELL,0.3912459692400958,183.01,71.60192483062993,71.60192483062993,11.461173038718458
2024-06-24 04:00:00,ARM,BUY,3.1748594268447174,151.07,479.62601361343144,442.8473611325921,16.259758227941816
2024-06-24 04:00:00,AVGO,BUY,2.7813376447365115,159.221,442.8473611325921,0.0,15.427372491663585
2024-06-24 04:00:00,COIN,BUY,11.569693728487447,212.31,2456.36167549517,1253.1712854747798,11.569693728487447
2024-06-24 04:00:00,META,SELL,4.239276603370922,498.91,2115.017490187787,3709.5329609699497,0.0
2024-06-24 04:00:00,NVDA,SELL,16.45544975741731,118.11,1943.5531708485585,1958.2961728681162,0.0
2024-06-24 04:00:00,PLTR,BUY,13.687827430826005,24.16,330.69791072875626,922.4733747460235,101.67059915129015
2024-06-24 04:00:00,TSLA,BUY,1.9924455147658762,182.58,363.7807020859537,1594.5154707821625,13.453618553484334
2024-06-25 04:00:00,ARM,SELL,0.5286013475565969,160.61,84.89866243106503,2620.464267571033,15.73115688038522
2024-06-25 04:00:00,AVGO,BUY,0.5556556560263068,158.079,87.83749044898256,2532.6267771220505,15.983028147689891
2024-06-25 04:00:00,COIN,SELL,11.569693728487447,221.71,2565.116796542952,2565.116796542952,0.0
2024-06-25 04:00:00,META,BUY,0.0,510.6,0.0,0.0,0.0
2024-06-25 04:00:00,PLTR,BUY,1.2032244056589718,24.56,29.551191402984347,2535.565605139968,102.87382355694912
2024-06-25 04:00:00,TSLA,BUY,0.0,187.35,0.0,0.0,13.453618553484334
2024-06-26 04:00:00,ARM,BUY,0.0,164.72,0.0,0.0,15.73115688038522
2024-06-26 04:00:00,AVGO,SELL,15.983028147689891,159.2,2544.4980811122305,2544.4980811122305,0.0
2024-06-26 04:00:00,META,BUY,3.853166982010812,513.12,1977.137041809388,0.0,3.853166982010812
2024-06-26 04:00:00,PLTR,BUY,0.0,24.1,0.0,0.0,102.87382355694912
2024-06-26 04:00:00,TSLA,BUY,2.8287912375243796,196.37,555.4897353126624,1977.137041809388,16.282409791008714
2024-06-27 04:00:00,ARM,BUY,3.7097652796771836,166.935,619.2896669629107,1.7053025658242404e-12,19.440922160062403
2024-06-27 04:00:00,META,BUY,2.393215227531912,519.56,1243.41890361648,1270.182177646673,6.246382209542724
2024-06-27 04:00:00,PLTR,BUY,25.808584880402876,25.22,650.8925106837605,619.2896669629124,128.682408437352
2024-06-27 04:00:00,TSLA,BUY,0.15650389954957689,197.42,30.896999849077467,2513.601081263153,16.43891369055829
2024-06-28 04:00:00,ARM,BUY,0.1821865190887486,163.62,29.80935825330105,18.983005382113156,19.62310867915115
2024-06-28 04:00:00,META,BUY,0.08369203721582828,504.22,42.19919900496494,0.0,6.330074246758552
2024-06-28 04:00:00,PLTR,SELL,1.92626781032034,25.33,48.792363635414205,48.792363635414205,126.75614062703166
2024-06-28 04:00:00,TSLA,SELL,0.2132565140740006,197.88,42.19919900496323,42.19919900496494,16.22565717648429
2024-07-01 04:00:00,ARM,SELL,19.62310867915115,158.83,3116.7383515095776,3116.7383515095776,0.0
2024-07-01 04:00:00,META,SELL,6.330074246758552,504.68,3194.661870854106,6618.761291293213,0.0
2024-07-01 04:00:00,PLTR,BUY,255.74811790159245,25.88,6618.761291293213,0.0,382.5042585286241
2024-07-01 04:00:00,TSLA,SELL,16.22565717648429,209.86,3405.1164150569934,3424.099420439107,0.0
2024-07-02 04:00:00,AMD,BUY,18.968646774448164,164.31,3116.738351509578,-4.547473508864641e-13,18.968646774448164
2024-07-02 04:00:00,PLTR,SELL,130.92037642827688,25.83,3381.673323142392,3381.6733231423914,251.58388210034724
2024-07-03 04:00:00,AMD,BUY,20.63254010459055,163.9,3381.6733231423914,0.0,39.601186879038714
2024-07-03 04:00:00,PLTR,SELL,0.24775285917854717,25.85,6.404411409765444,6.404411409765444,251.3361292411687
2024-07-05 04:00:00,AMD,SELL,13.117317894835605,171.9,2254.8669461222407,2261.2713575320063,26.48386898420311
2024-07-05 04:00:00,ARM,BUY,25.125984206548456,181.19,4552.577078384515,2291.305720852509,25.125984206548456
2024-07-05 04:00:00,META,BUY,4.188237590583627,539.91,2261.2713575320063,0.0,4.188237590583627
2024-07-05 04:00:00,PLTR,SELL,251.3361292411687,27.23,6843.882799237023,6843.882799237023,0.0
2024-07-08 04:00:00,AMD,SELL,26.48386898420311,178.69,4732.402548787253,7023.708269639762,0.0
2024-07-08 04:00:00,ARM,SELL,0.07383572425827367,184.7,13.637458270503146,4627.131824678994,25.052148482290182
2024-07-08 04:00:00,AVGO,BUY,26.503452880981257,174.586,4627.131824678994,0.0,26.503452880981257
2024-07-08 04:00:00,META,BUY,4.55341552034926,529.32,2410.2139032312703,4613.494366408491,8.741653110932887
2024-07-09 04:00:00,AMD,BUY,0.0,177.1,0.0,0.0,0.0
2024-07-09 04:00:00,ARM,SELL,9.917792803708169,182.28,1807.815272259925,1807.8152722599248,15.134355678582013
2024-07-09 04:00:00,AVGO,SELL,10.587717362857381,173.331,1835.1796382214327,3642.9949104813577,15.915735518123876
2024-07-09 04:00:00,META,SELL,3.5365769730235863,530.0,1874.3857957025007,1874.3857957025007,5.205076137909301
2024-07-09 04:00:00,PLTR,BUY,68.43321634547283,27.39,1874.385795702501,-2.2737367544323206e-13,68.43321634547283
2024-07-10 04:00:00,ARM,SELL,0.15020519146587397,186.46,28.007260000726863,28.007260000726863,14.984150487116139
2024-07-10 04:00:00,AVGO,BUY,0.09825378557864717,174.469,17.142239716120994,10.865020284605869,16.013989303702523
2024-07-10 04:00:00,META,BUY,0.02027817922338393,534.69,10.842539648951155,838.2076710047312,5.225354317132685
2024-07-10 04:00:00,PLTR,BUY,29.493584482925094,28.42,838.2076710047312,0.0,97.92680082839792
2024-07-10 04:00:00,TSLA,BUY,10.612872064983954,263.26,2793.9446998276753,849.0502106536824,10.612872064983954
2024-07-11 04:00:00,AMD,BUY,0.0,181.94,0.0,0.0,0.0
2024-07-11 04:00:00,ARM,BUY,0.3534937596963914,173.19,61.22158424181803,11.861134838103503,15.33764424681253
2024-07-11 04:00:00,AVGO,SELL,16.013989303702523,170.595,2731.9065052651317,2743.7676401032354,0.0
2024-07-11 04:00:00,META,SELL,0.04429988548559649,512.7,22.712551288465324,22.712551288465324,5.181054431647088
2024-07-11 04:00:00,PLTR,SELL,1.82236497074733,27.64,50.370167791456204,73.08271907992153,96.10443585765059
2024-07-11 04:00:00,TSLA,BUY,0.045077460418229555,241.03,10.865020284605869,0.0,10.657949525402183
2024-07-12 04:00:00,AMD,BUY,11.159865685953317,181.61,2026.7432072259821,0.0,11.159865685953317
2024-07-12 04:00:00,ARM,BUY,3.222060155261854,181.18,583.7728589303427,1335.9040363418558,18.559704402074384
2024-07-12 04:00:00,META,SELL,5.181054431647088,498.87,2584.672624315783,2584.672624315783,0.0
2024-07-12 04:00:00,PLTR,BUY,23.69062091355842,28.07,664.9957290435848,1919.6768952721984,119.795056771209
2024-07-12 04:00:00,TSLA,BUY,2.8885486559934463,248.23,717.0244328772532,2026.7432072259821,13.546498181395629
2024-07-15 04:00:00,AMD,BUY,1.4463204644080174,179.83,260.0918091144938,0.0,12.606186150361335
2024-07-15 04:00:00,ARM,SELL,18.559704402074384,177.53,3294.9043225002656,3294.9043225002656,0.0
2024-07-15 04:00:00,PLTR,BUY,0.0,28.67,0.0,0.0,119.795056771209
2024-07-15 04:00:00,TSLA,BUY,4.258281456726417,252.64,1075.812227227362,260.0918091144938,17.804779638122046
2024-07-16 04:00:00,AMD,BUY,12.805718881243045,177.55,2273.655387364703,1077.3594607307964,25.41190503160438
2024-07-16 04:00:00,PLTR,BUY,37.57793724209262,28.67,1077.3594607307955,9.094947017729282e-13,157.37299401330162
2024-07-16 04:00:00,TSLA,SELL,0.2187033270783978,256.56,56.11052559523374,3351.0148480954995,17.586076311043648
2024-07-17 04:00:00,AMD,SELL,25.41190503160438,159.43,4051.4200191886866,4134.018024636899,0.0
2024-07-17 04:00:00,META,BUY,8.948284648232427,461.99,4134.018024636899,0.0,8.948284648232427
2024-07-17 04:00:00,PLTR,SELL,5.440252771411679,28.22,153.52393320923755,153.52393320923755,151.93274124188994
2024-07-17 04:00:00,TSLA,SELL,0.33238633983183874,248.5,82.59800544821192,82.59800544821283,17.25368997121181
