date,ticker,side,shares,price,notional,cash_after,shares_after
2024-07-18 04:00:00,META,SELL,8.948284648232427,475.85,4258.0412498614005,4258.0412498614005,0.0
2024-07-18 04:00:00,PLTR,BUY,76.12340477353402,28.64,2180.1743127140144,2077.866937147386,228.05614601542396
2024-07-18 04:00:00,TSLA,BUY,0.6159929912500003,249.23,153.52393320923755,0.0,17.86968296246181
2024-07-19 04:00:00,PLTR,BUY,222.26364946704865,28.58,6352.29510176825,9.094947017729282e-13,450.3197954824726
2024-07-19 04:00:00,TSLA,SELL,17.86968296246181,239.2,4274.428164620865,6352.295101768251,0.0
2024-07-23 04:00:00,COIN,BUY,3.53023600424224e-15,257.63,9.094947017729282e-13,0.0,3.53023600424224e-15
2024-07-23 04:00:00,PLTR,SELL,450.3197954824726,28.81,12973.713307850036,12973.713307850036,0.0
2024-07-24 04:00:00,AVGO,BUY,28.57520221102602,151.34,4324.571102616678,2.7284841053187847e-12,28.57520221102602
2024-07-24 04:00:00,COIN,BUY,17.646988911355084,245.06,4324.571102616677,4324.571102616681,17.646988911355088
2024-07-24 04:00:00,NVDA,BUY,37.85182584347202,114.25,4324.571102616678,8649.142205233358,37.85182584347202
2024-07-25 04:00:00,AMD,BUY,12.506140063686368,138.32,1729.8492936090984,0.0,12.506140063686368
2024-07-25 04:00:00,AVGO,SELL,11.690881481453843,149.26,1744.9809699218006,3310.458130582788,16.884320729572178
2024-07-25 04:00:00,COIN,SELL,6.7617361811549195,231.52,1565.477160660987,1565.477160660987,10.885252730200168
2024-07-25 04:00:00,META,BUY,0.0,453.41,0.0,0.0,0.0
2024-07-25 04:00:00,NVDA,SELL,15.406566562247022,112.28,1729.8492936090956,1729.8492936090984,22.445259281225
2024-07-26 04:00:00,AMD,BUY,10.35866758401364,139.99,1450.1098750860695,4398.009269832017,22.864807647700008
2024-07-26 04:00:00,AVGO,BUY,4.225251403920694,151.63,640.6748703764948,0.0,21.109572133492872
2024-07-26 04:00:00,COIN,BUY,2.290742093829488,242.93,556.4899768539975,640.6748703764948,13.175994824029656
2024-07-26 04:00:00,META,BUY,6.873189655575531,465.7,3200.8444226015245,1197.1648472304923,6.873189655575531
2024-07-26 04:00:00,NVDA,SELL,22.445259281225,113.06,2537.661014335298,5848.119144918086,0.0
2024-07-29 04:00:00,AMD,SELL,0.22944461201985789,139.75,32.06488452977514,32.06488452977514,22.63536303568015
2024-07-29 04:00:00,ARM,BUY,22.30984193000071,141.44,3155.5040425793004,0.0,22.30984193000071
2024-07-29 04:00:00,AVGO,SELL,0.051843573805076204,150.22,7.787941656998547,7.787941656998547,21.057728559687796
2024-07-29 04:00:00,COIN,SELL,13.175994824029656,234.2,3085.8179877877456,3155.5040425793004,0.0
2024-07-29 04:00:00,META,SELL,0.08078239733263093,465.71,37.62117026177955,69.68605479155468,6.7924072582429
2024-07-30 04:00:00,AMD,SELL,22.63536303568015,138.44,3133.63965865956,3133.63965865956,0.0
2024-07-30 04:00:00,ARM,BUY,0.7725221346829763,132.96,102.71454302744853,3108.069107537297,23.082364064683688
2024-07-30 04:00:00,AVGO,BUY,0.32626758050411553,143.52,46.82592315395066,3061.2431843833465,21.38399614019191
2024-07-30 04:00:00,META,SELL,0.16654934671557164,463.19,77.14399190518563,3210.7836505647456,6.625857911527328
2024-07-30 04:00:00,NVDA,BUY,0.0750789709534228,103.73,7.787941656998547,0.0,0.0750789709534228
2024-07-31 04:00:00,ARM,SELL,23.082364064683688,144.17,3327.784427205447,9543.969464900285,0.0
2024-07-31 04:00:00,AVGO,SELL,21.38399614019191,160.68,3435.9804998060363,12979.94996470632,0.0
2024-07-31 04:00:00,META,SELL,6.625857911527328,474.83,3146.1561121305213,6216.185037694837,0.0
2024-07-31 04:00:00,NVDA,SELL,0.0750789709534228,117.02,8.785741180969534,3070.028925564316,0.0
2024-08-01 04:00:00,ARM,BUY,106.82207196696831,121.51,12979.94996470632,0.0,106.82207196696831
2024-08-02 04:00:00,ARM,SELL,53.411035983484155,113.45,6059.4820323262775,6059.4820323262775,53.411035983484155
2024-08-02 04:00:00,PLTR,BUY,0.0,24.74,0.0,0.0,0.0
2024-08-05 04:00:00,ARM,SELL,17.32010205651236,110.45,1913.0052721417903,1913.0052721417903,36.09093392697179
2024-08-05 04:00:00,PLTR,BUY,86.06219925663109,24.09,2073.238380092243,0.0,86.06219925663109
2024-08-05 04:00:00,TSLA,BUY,20.043461646389957,198.88,3986.2436522340345,2073.238380092243,20.043461646389957
2024-08-06 04:00:00,ARM,BUY,72.5189107955489,113.39,8222.919295107291,0.0,108.6098447225207
2024-08-06 04:00:00,PLTR,SELL,86.06219925663109,26.59,2288.3938782338205,8222.919295107291,0.0
2024-08-06 04:00:00,TSLA,SELL,20.043461646389957,200.64,4021.520144731681,5934.525416873471,0.0
2024-08-07 04:00:00,ARM,SELL,108.6098447225207,107.09,11631.028271334742,11631.028271334742,0.0
2024-08-07 04:00:00,TSLA,BUY,0.0,191.76,0.0,0.0,0.0
2024-08-09 04:00:00,PLTR,BUY,193.78587589694672,30.01,5815.514135667371,0.0,193.78587589694672
2024-08-09 04:00:00,TSLA,BUY,29.077570678336855,200.0,5815.514135667371,5815.514135667371,29.077570678336855
2024-08-12 04:00:00,PLTR,BUY,0.8356092479995141,29.38,24.550199706225722,5.258016244624741e-13,194.62148514494623
2024-08-12 04:00:00,TSLA,SELL,0.12431110287217706,197.49,24.55019970622625,24.55019970622625,28.953259575464678
2024-08-13 04:00:00,PLTR,BUY,198.00447310196853,30.39,6017.355937568824,1.8189894035458565e-12,392.62595824691476
2024-08-13 04:00:00,TSLA,SELL,28.953259575464678,207.83,6017.355937568825,6017.3559375688255,0.0
2024-08-22 04:00:00,META,BUY,3.419602961942091e-15,531.93,1.8189894035458565e-12,0.0,3.419602961942091e-15
2024-08-22 04:00:00,PLTR,SELL,196.31297912345735,31.92,6266.310293620759,6266.310293620759,196.3129791234574
2024-08-23 04:00:00,META,BUY,11.841985577807039,528.0,6252.568385082117,13.741908538641837,11.841985577807042
2024-08-23 04:00:00,PLTR,BUY,0.4324074430031999,31.78,13.741908538641693,1.438849039914203e-13,196.7453865664606
2024-08-26 04:00:00,META,SELL,0.09738673312432411,521.12,50.75017436574778,50.750174365747924,11.744598844682718
2024-08-26 04:00:00,PLTR,BUY,1.6450623781441789,30.85,50.750174365747924,0.0,198.3904489446048
2024-08-27 04:00:00,META,BUY,0.0,519.1,0.0,0.0,11.744598844682718
2024-08-27 04:00:00,PLTR,SELL,198.3904489446048,30.84,6118.361445451612,6118.361445451612,0.0
2024-08-28 04:00:00,META,SELL,11.744598844682718,516.78,6069.373790955135,12187.735236406746,0.0
2024-09-06 04:00:00,META,BUY,24.36231482280918,500.27,12187.735236406746,0.0,24.36231482280918
2024-09-09 04:00:00,META,SELL,24.36231482280918,504.79,12297.852899405845,12297.852899405845,0.0
2024-09-09 04:00:00,NVDA,BUY,0.0,106.47,0.0,0.0,0.0
2024-09-10 04:00:00,PLTR,BUY,353.7932364616181,34.76,12297.852899405845,0.0,353.7932364616181
2024-09-12 04:00:00,AVGO,BUY,37.527108303582544,164.56,6175.460942437544,-9.094947017729282e-13,37.527108303582544
2024-09-12 04:00:00,PLTR,SELL,176.89661823080905,34.91,6175.460942437543,6175.460942437543,176.89661823080905
2024-09-13 04:00:00,AVGO,SELL,12.503410936889537,167.69,2096.6969800070065,4196.223811420751,25.023697366693007
2024-09-13 04:00:00,NVDA,BUY,-7.63639548088101e-15,119.1,-9.094947017729281e-13,-1.0097419586828951e-28,-7.63639548088101e-15
2024-09-13 04:00:00,PLTR,SELL,58.99204359128251,35.59,2099.5268314137447,2099.5268314137447,117.90457463952654
2024-09-16 04:00:00,AVGO,SELL,5.846576042057372,164.02,958.9554024182502,2094.6390679127226,19.177121324635635
2024-09-16 04:00:00,META,BUY,1.9704327403128066,533.28,1050.7923717540134,0.0,1.9704327403128066
2024-09-16 04:00:00,NVDA,BUY,26.934675797797034,116.78,3145.431439666738,1050.7923717540134,26.934675797797027
2024-09-16 04:00:00,PLTR,SELL,31.27743501774917,36.31,1135.6836654944725,1135.6836654944725,86.62713962177737
2024-09-17 04:00:00,AVGO,SELL,3.7428171216095016,162.47,608.0954977478957,1258.0433330960252,15.434304203026134
2024-09-17 04:00:00,COIN,BUY,7.692016440564061,162.45,1249.5680707696317,0.0,7.692016440564061
2024-09-17 04:00:00,META,BUY,2.7051989385804855,536.315,1450.8387687447932,1249.5680707696317,4.675631678893292
2024-09-17 04:00:00,NVDA,SELL,5.240658980895429,115.59,605.7677716017026,2700.406839514425,21.6940168169016
2024-09-17 04:00:00,PLTR,SELL,17.831216333282015,36.45,649.9478353481295,649.9478353481295,68.79592328849536
2024-09-18 04:00:00,AVGO,BUY,0.006828084870003082,161.67,1.1038964809333982,5.323935770359881,15.441132287896137
