date,cash,holdings_value,portfolio_value,num_positions
2024-04-25 04:00:00,0.0,10139.813294998956,10139.813294998956,1
2024-04-26 04:00:00,0.0,10183.691684127254,10183.691684127254,1
2024-04-29 04:00:00,3312.856667484139,6625.71333496828,9938.57000245242,2
2024-04-30 04:00:00,9824.899013747348,0.0,9824.899013747348,0
2024-05-01 04:00:00,0.0,9824.899013747348,9824.899013747348,1
2024-05-02 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-03 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-06 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-07 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-08 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-09 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-10 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-13 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-14 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-15 04:00:00,9953.609481176352,0.0,9953.609481176352,0
2024-05-16 04:00:00,0.0,9953.609481176352,9953.609481176352,1
2024-05-17 04:00:00,0.0,10102.76560586568,10102.76560586568,2
2024-05-20 04:00:00,3366.3877663873564,6732.775532774712,10099.163299162068,2
2024-05-21 04:00:00,62.95448048541756,10225.072260132905,10288.026740618323,3
2024-05-22 04:00:00,33.51465002256837,10102.792707341441,10136.30735736401,3
2024-05-23 04:00:00,0.0,10335.4322050095,10335.4322050095,2
2024-05-24 04:00:00,8.171241461241152e-13,10552.989987059718,10552.989987059718,2
2024-05-28 04:00:00,45.2894973587272,10451.67746998094,10496.966967339667,2
2024-05-29 04:00:00,9.094947017729282e-13,10399.549906902823,10399.549906902823,1
2024-05-30 04:00:00,10200.70759922052,9.094947017729282e-13,10200.707599220521,0
2024-05-31 04:00:00,1.8189894035458565e-12,10200.70759922052,10200.707599220521,1
2024-06-03 04:00:00,1.8189894035458565e-12,10700.075469159467,10700.075469159468,1
2024-06-04 04:00:00,0.0,10833.779890456704,10833.779890456704,2
2024-06-05 04:00:00,5882.141655922126,5696.161914973414,11578.30357089554,1
2024-06-06 04:00:00,-9.094947017729282e-13,11511.218749910637,11511.218749910637,2
2024-06-07 04:00:00,0.0,11543.602397624549,11543.602397624549,3
2024-06-10 04:00:00,0.0,11493.81728776033,11493.81728776033,4
2024-06-11 04:00:00,1760.0662432843633,9771.829434426818,11531.895677711182,5
2024-06-12 04:00:00,861.5307123256052,11116.49226996361,11978.022982289214,3
2024-06-13 04:00:00,4482.5245361189545,8036.088845048021,12518.613381166975,3
2024-06-14 04:00:00,9.094947017729282e-13,12535.08629269786,12535.086292697863,6
2024-06-17 04:00:00,1777.21365058469,11029.931497987503,12807.145148572194,5
2024-06-18 04:00:00,4798.715580677692,8164.412260092286,12963.127840769977,3
2024-06-20 04:00:00,9.094947017729282e-13,12806.761139589615,12806.761139589617,6
2024-06-21 04:00:00,14.622542566851692,12467.60542913536,12482.22797170221,6
2024-06-24 04:00:00,6.821210263296962e-13,12181.4584003534,12181.4584003534,5
2024-06-25 04:00:00,2511.9336486076863,10017.7532259683,12529.686874575986,4
2024-06-26 04:00:00,2523.7079566956986,10161.301094819495,12685.009051515193,4
2024-06-27 04:00:00,0.0,12875.414624633386,12875.414624633386,4
2024-06-28 04:00:00,18.827902477293105,12719.16956001327,12737.997462490563,4
2024-07-01 04:00:00,3091.2726698560323,9818.32753549538,12909.600205351413,1
2024-07-02 04:00:00,3354.0429587707013,9536.588298482768,12890.63125725347,2
2024-07-03 04:00:00,6.352083404092757,12881.556138483122,12887.908221887214,2
2024-07-05 04:00:00,2272.5843347503005,11273.554781810537,13546.139116560837,3
2024-07-08 04:00:00,9.094947017729282e-13,13767.975880160084,13767.975880160084,4
2024-07-09 04:00:00,3397.7249100063786,10290.55648304806,13688.281393054438,5
2024-07-10 04:00:00,19.81930916332361,13810.887323651672,13830.706632814996,6
2024-07-11 04:00:00,2281.5589689469,10953.988194843998,13235.547163790898,5
2024-07-12 04:00:00,895.4015828423073,12531.814010223581,13427.215593065888,5
2024-07-15 04:00:00,2631.3429564377825,10793.09826108281,13424.441217520593,4
2024-07-16 04:00:00,1.1368683772161603e-12,13389.4399004614,13389.439900461402,4
2024-07-17 04:00:00,3115.85867232988,9542.763404538156,12658.622076868036,3
2024-07-18 04:00:00,36.09532755604323,12771.262365059576,12807.35769261562,2
2024-07-19 04:00:00,1.8189894035458565e-12,12537.685442831851,12537.685442831853,1
2024-07-22 04:00:00,1.8189894035458565e-12,12485.042956717793,12485.042956717794,1
2024-07-23 04:00:00,12638.583541217133,1.8189894035458565e-12,12638.583541217135,0
2024-07-24 04:00:00,0.0,12638.583541217136,12638.583541217136,3
2024-07-25 04:00:00,3224.944212213797,9050.3282835029,12275.272495716697,4
2024-07-26 04:00:00,2.2737367544323206e-13,12472.64793897075,12472.64793897075,4
2024-07-29 04:00:00,7.5867678674959524,12318.731552683792,12326.318320551289,4
2024-07-30 04:00:00,2982.166848283932,8976.847616321787,11959.01446460572,4
2024-07-31 04:00:00,12644.659096212508,0.0,12644.659096212508,0
2024-08-01 04:00:00,0.0,12644.659096212508,12644.659096212508,1
2024-08-02 04:00:00,5902.956853202654,5902.956853202654,11805.913706405308,1
2024-08-05 04:00:00,1863.5895809508602,9786.230070279411,11649.819651230271,3
2024-08-06 04:00:00,9.094947017729282e-13,11997.149061222655,11997.149061222655,1
2024-08-07 04:00:00,11330.58199987948,9.094947017729282e-13,11330.58199987948,0
2024-08-08 04:00:00,11330.58199987948,9.430742933903269e-13,11330.581999879481,0
2024-08-09 04:00:00,0.0,11330.58199987948,11330.58199987948,2
2024-08-12 04:00:00,5.719869022868806e-13,11140.551130653894,11140.551130653894,2
2024-08-13 04:00:00,9.094947017729282e-13,11623.684573879067,11623.684573879069,1
2024-08-14 04:00:00,9.094947017729282e-13,11856.999729853605,11856.999729853607,1
2024-08-15 04:00:00,9.094947017729282e-13,11941.146179549341,11941.146179549341,1
2024-08-16 04:00:00,9.094947017729282e-13,12270.082301087215,12270.082301087215,1
2024-08-19 04:00:00,9.094947017729282e-13,12430.72552323362,12430.725523233621,1
2024-08-20 04:00:00,9.094947017729282e-13,12361.878428028018,12361.87842802802,1
2024-08-21 04:00:00,9.094947017729282e-13,12446.024877723752,12446.024877723754,1
2024-08-22 04:00:00,6104.44244156334,6104.442441563341,12208.88488312668,1
2024-08-23 04:00:00,0.0,12182.111012768948,12182.111012768948,2
2024-08-26 04:00:00,0.0,11924.495966706163,11924.495966706163,2
2024-08-27 04:00:00,5960.315325984084,5939.136721213127,11899.45204719721,1
2024-08-28 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-08-29 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-08-30 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-09-03 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-09-04 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-09-05 04:00:00,11872.908419392905,0.0,11872.908419392905,0
2024-09-06 04:00:00,0.0,11872.908419392905,11872.908419392905,1
2024-09-09 04:00:00,11980.181583995332,0.0,11980.181583995332,0
2024-09-10 04:00:00,0.0,11980.181583995332,11980.181583995332,1
2024-09-11 04:00:00,0.0,12011.200466117301,12011.200466117301,1
2024-09-12 04:00:00,0.0,12031.879720865278,12031.879720865278,3
2024-09-13 04:00:00,3080.6561238625322,9241.968371587594,12322.624495450127,3
2024-09-16 04:00:00,1824.628495666311,10438.583053155797,12263.211548822108,5
2024-09-17 04:00:00,2421.1271675736243,9753.86160353499,12174.988771108614,5
2024-09-18 04:00:00,5.730944823394586,12113.26506592883,12118.996010752226,5
2024-09-19 04:00:00,0.0,12509.943029100616,12509.943029100616,2
2024-09-20 04:00:00,37.32494577544342,12672.944839409516,12710.269785184959,2
2024-09-23 04:00:00,4264.670973297272,8641.316783920876,12905.987757218149,3
2024-09-24 04:00:00,3398.388911958595,9436.2088810135,12834.597792972094,4
2024-09-25 04:00:00,0.0,12928.205451864382,12928.205451864382,5
2024-09-26 04:00:00,46.85907647304187,12974.800674318602,13021.659750791643,5
2024-09-27 04:00:00,2501.8960192189547,10420.61111148368,12922.507130702636,5
2024-09-30 04:00:00,0.0,12908.652998521991,12908.652998521991,5
2024-10-01 04:00:00,0.0,12622.687069473206,12622.687069473206,5
2024-10-02 04:00:00,2597.829638028141,9986.956969448138,12584.786607476279,4
2024-10-03 04:00:00,555.4826458560642,12057.766489680758,12613.249135536822,4
2024-10-04 04:00:00,45.73893228326561,12925.557746817818,12971.296679101084,4
2024-10-07 04:00:00,623.2013024860152,12331.717673202525,12954.91897568854,5
2024-10-08 04:00:00,326.37513391417997,13010.236773626213,13336.611907540393,3
2024-10-09 04:00:00,4573.9371515652,8828.746168160029,13402.683319725229,2
2024-10-10 04:00:00,0.0,13174.666934154531,13174.666934154531,4
2024-10-11 04:00:00,4418.641847136032,8837.283694272062,13255.925541408094,4
2024-10-14 04:00:00,2273.5741912655594,11110.857885537624,13384.432076803183,4
2024-10-15 04:00:00,622.1930973381141,12416.479099558503,13038.672196896616,5
2024-10-16 04:00:00,2620.1818591376978,10526.86685087335,13147.048710011048,4
2024-10-17 04:00:00,0.0,13203.052706238774,13203.052706238774,4
2024-10-18 04:00:00,2221.332135772377,11047.386130582498,13268.718266354874,3
2024-10-21 04:00:00,1063.4869671847796,12295.57549215265,13359.062459337429,4
2024-10-22 04:00:00,15.824054693830949,13300.110117378923,13315.934172072753,4
2024-10-23 04:00:00,3107.094942726571,9642.16670872117,12749.261651447741,3
2024-10-24 04:00:00,1.2363443602225743e-12,13645.130174601432,13645.130174601434,4
2024-10-25 04:00:00,6.634818713245153,13774.848725871861,13781.483544585106,4
2024-10-28 04:00:00,2511.8214454678655,11426.60551525749,13938.426960725355,3
2024-10-29 04:00:00,57.859638863573835,13936.608025725398,13994.467664588972,3
2024-10-30 04:00:00,9.094947017729282e-13,13728.059516354893,13728.059516354893,2
2024-10-31 04:00:00,1654.2570354170875,10815.351203093722,12469.60823851081,3
2024-11-01 04:00:00,3719.6071752342446,8260.214355911603,11979.821531145848,2
2024-11-04 05:00:00,2443.9209015993174,9372.98605056467,11816.906952163987,1
2024-11-05 05:00:00,0.0,12148.844359653925,12148.844359653925,1
2024-11-06 05:00:00,0.0,13940.924527087762,13940.924527087762,1
2024-11-07 05:00:00,4670.181393618143,9340.362787236287,14010.544180854431,2
2024-11-08 05:00:00,90.89916113763346,14192.342503129701,14283.241664267334,3
2024-11-11 05:00:00,2827.1220000344574,12199.33621659912,15026.458216633579,2
2024-11-12 05:00:00,4398.015742440581,10613.225579663842,15011.241322104423,4
2024-11-13 05:00:00,2957.2707623321826,11970.850382901132,14928.121145233314,4
2024-11-14 05:00:00,0.0,14628.752665600929,14628.752665600929,4
2024-11-15 05:00:00,0.0,15383.260164471409,15383.260164471409,5
2024-11-18 05:00:00,3074.979030157526,12467.037801098662,15542.016831256187,3
2024-11-19 05:00:00,0.0,15711.631289721681,15711.631289721681,3
2024-11-20 05:00:00,2.1262991367621e-12,15506.445373587849,15506.44537358785,3
2024-11-21 05:00:00,103.29704934050123,14903.545352595349,15006.84240193585,3
2024-11-22 05:00:00,47.02490961910623,15550.008388977483,15597.033298596589,3
2024-11-25 05:00:00,141.1233146536435,15402.33061778515,15543.453932438793,3
2024-11-26 05:00:00,2479.864719281987,12831.449894564972,15311.31461384696,2
2024-11-27 05:00:00,58.90819857536513,15206.791227891055,15265.69942646642,2
2024-11-29 05:00:00,0.0,15436.707088604502,15436.707088604502,1
2024-12-02 05:00:00,15277.921640018678,0.0,15277.921640018678,0
2024-12-03 05:00:00,0.0,15277.921640018678,15277.921640018678,1
2024-12-04 05:00:00,0.0,15038.934985277687,15038.934985277687,1
2024-12-05 05:00:00,7736.923818123891,7736.923818123891,15473.847636247781,1
2024-12-06 05:00:00,0.0,15955.050495118154,15955.050495118154,1
2024-12-09 05:00:00,10096.087318804131,5048.0436594020675,15144.130978206198,1
2024-12-10 05:00:00,0.0,15034.754376698314,15034.754376698314,2
2024-12-11 05:00:00,7689.166595107878,7679.542400576026,15368.708995683905,1
2024-12-12 05:00:00,0.0,15345.767958924265,15345.767958924265,2
2024-12-13 05:00:00,0.0,15551.494531183394,15551.494531183394,1
2024-12-16 05:00:00,0.0,15649.012567334443,15649.012567334443,1
2024-12-17 05:00:00,0.0,15528.681828639063,15528.681828639063,1
2024-12-18 05:00:00,4990.299572326059,9980.599144652118,14970.898716978178,2
2024-12-19 05:00:00,9.237055564881302e-13,14746.705419794736,14746.705419794738,3
2024-12-20 05:00:00,160.71522781381333,14557.273782905468,14717.98901071928,3
2024-12-23 05:00:00,0.0,15208.163540940937,15208.163540940937,1
2024-12-24 05:00:00,7843.969523332739,7843.969523332739,15687.939046665479,1
2024-12-26 05:00:00,2738.582150002019,13135.245360000117,15873.827510002136,3
2024-12-27 05:00:00,1.7763568394002505e-13,15706.38016339884,15706.38016339884,3
2024-12-30 05:00:00,48.52482649281846,15111.418952119722,15159.94377861254,3
2024-12-31 05:00:00,27.031922913939276,14876.896217639824,14903.928140553762,3
